Search Gene	Found FBGN	Found Gene	imaginal disc, larvae L3 wandering	central nervous system, larvae L3	central nervous system, pupae P8	head, virgin 1-day female	head, virgin 4-day female	head, virgin 20-day female	head, mated 1-day female	head, mated 4-day female	head, mated 20-day female	head, mated 1-day male	head, mated 4-day male	head, mated 20-day male	salivary gland, larvae L3 wandering	salivary gland, white prepupae	digestive system, larvae L3 wandering	digestive system, 1-day adult	digestive system, 4-day adult	digestive system, 20-day adult	fat body, larvae L3 wandering	fat body, white prepupae	fat body, pupae P8	carcass, larvae L3 wandering	carcass, 1-day adult	carcass, 4-day adult	carcass, 20-day adult	ovary, virgin 4-day female	ovary, mated 4-day female	testis, mated 4-day male	accessory gland, mated 4-day male
FBgn0029154	FBgn0029154	Menl-1	37	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	9	15	0	0	0	1	0	0	107	26
FBgn0029157	FBgn0029157	ssh	94	62	34	19	22	17	20	20	14	27	31	34	3	13	23	20	26	29	13	29	36	43	25	27	25	110	142	146	69
FBgn0029158	FBgn0029158	Las	35	4	5	13	11	13	11	11	9	13	13	17	2	3	7	10	6	6	9	10	17	7	20	20	27	17	11	41	12
FBgn0029161	FBgn0029161	slmo	60	30	23	31	33	29	32	52	30	40	55	56	12	14	28	63	67	46	27	13	25	21	87	100	61	70	64	145	45
FBgn0029167	FBgn0029167	Hml	0	2	0	6	7	8	5	8	7	6	9	12	0	0	1	2	1	0	0	0	0	4	6	4	2	0	0	0	0
FBgn0029170	FBgn0029170	TwdlT	8	1	992	11	5	9	7	6	18	7	6	14	0	4	0	2	3	1	1	0	1664	6	6	5	5	0	0	18	15
FBgn0029172	FBgn0029172	Fad2	0	0	0	1	1	4	3	3	3	0	0	0	0	0	0	15	16	8	0	0	0	2	342	442	340	2	0	0	0
FBgn0029174	FBgn0029174	FKBP59	118	114	78	41	39	26	31	38	22	40	48	46	14	12	44	31	36	24	17	34	51	92	40	59	47	168	164	143	55
FBgn0029175	FBgn0029175	Ext2	4	4	18	6	3	5	3	4	4	7	8	7	1	6	3	2	1	2	1	3	6	2	2	1	2	10	6	2	2
FBgn0029176	FBgn0029176	Ef1gamma	855	450	141	301	415	628	233	289	473	242	207	268	270	776	423	302	260	323	432	275	349	663	311	338	520	720	583	198	376
FBgn0029501	FBgn0029501	Crtp	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	11	8	0	0	0	1	0	0	154	30
FBgn0029502	FBgn0029502	COQ7	19	17	14	18	29	30	18	31	22	34	39	66	5	3	31	36	25	34	4	12	9	19	29	45	48	48	40	18	24
FBgn0029503	FBgn0029503	CHORD	28	16	9	6	8	8	4	7	7	10	8	10	4	5	13	10	9	11	3	9	16	17	6	9	10	30	19	22	10
FBgn0029506	FBgn0029506	Tsp42Ee	103	129	132	87	67	80	65	60	62	96	87	120	104	206	55	48	45	59	11	49	97	138	57	57	67	92	67	46	149
FBgn0029508	FBgn0029508	Tsp42Ea	0	0	0	1	1	0	1	1	1	1	3	2	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1
FBgn0029512	FBgn0029512	Aos1	72	70	18	6	5	9	6	5	5	9	8	12	4	7	16	10	9	9	2	14	14	45	6	9	10	112	66	52	13
FBgn0029514	FBgn0029514	312	6	3	2	1	1	2	1	2	2	1	2	3	1	2	2	1	1	1	0	1	0	2	1	1	1	4	3	19	1
FBgn0029518	FBgn0029518	CG13376	0	0	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	1	1
FBgn0029521	FBgn0029521	Or1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029522	FBgn0029522	CG13373	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	1	15	12	12	1
FBgn0029524	FBgn0029524	CG3176	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0029529	FBgn0029529	CG13365	10	8	7	4	8	10	5	6	6	6	10	11	8	6	9	15	8	11	2	3	10	6	10	8	7	10	3	8	7
FBgn0029531	FBgn0029531	CG13362	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	11
FBgn0029532	FBgn0029532	CG13361	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0029535	FBgn0029535	CG14635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1
FBgn0029539	FBgn0029539	CG11663	218	0	2	0	0	0	1	0	0	1	0	0	0	5	2	4	6	1	2	25	55	1	0	1	5	0	0	432	115
FBgn0029552	FBgn0029552	CG14631	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	65	5
FBgn0029568	FBgn0029568	CG11381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	4	0	0	2	0	6	14	11	26	129	0	0
FBgn0029573	FBgn0029573	CG14770	1	1	899	17	0	0	4	0	12	2	1	1	0	4	0	0	1	0	0	0	6339	1	1	1	1	0	0	1	10
FBgn0029580	FBgn0029580	CG14778	0	0	0	6	4	2	4	2	3	7	3	5	0	0	0	2	1	2	0	0	6	1	7	5	4	0	0	1	1
FBgn0029587	FBgn0029587	CG14797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029594	FBgn0029594	CG14806	30	23	20	36	29	21	29	22	18	43	31	32	14	24	26	26	20	18	7	12	37	23	31	24	22	55	48	55	26
FBgn0029596	FBgn0029596	CG14054	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	5	0	0	0	0	0	0	49	8
FBgn0029606	FBgn0029606	CG14052	1	3	127	0	1	0	1	1	1	2	1	1	0	3	0	0	1	0	1	1	447	1	1	1	1	0	0	14	4
FBgn0029608	FBgn0029608	CG3091	3	2	6	41	34	44	28	39	34	47	49	94	2	0	60	103	70	107	2	1	7	3	24	20	26	1	1	11	13
FBgn0029629	FBgn0029629	eIF3ga	231	289	176	131	158	108	137	164	106	153	156	184	164	230	182	161	158	165	173	118	354	253	128	147	130	213	273	109	228
FBgn0029639	FBgn0029639	CG14419	11	0	0	203	294	59	249	70	71	179	82	84	1	0	3	10	8	2	0	0	1	26	32	24	21	0	1	0	0
FBgn0029642	FBgn0029642	CG3592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
FBgn0029643	FBgn0029643	CG14420	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0029644	FBgn0029644	CG14421	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	0
FBgn0029645	FBgn0029645	CG14422	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029646	FBgn0029646	CG14423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029647	FBgn0029647	CG17959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029648	FBgn0029648	CG3603	8	2	2	2	1	4	2	4	2	4	5	11	3	2	9	24	9	10	10	4	16	5	4	3	3	8	5	60	8
FBgn0029649	FBgn0029649	CG4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029656	FBgn0029656	CG10793	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	14	2
FBgn0029657	FBgn0029657	CG12535	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	5	3
FBgn0029658	FBgn0029658	CG14269	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	33	0	0	0	0	0	0	83	13
FBgn0029659	FBgn0029659	CG16782	88	0	1	0	0	0	0	0	0	0	0	0	1	5	1	3	2	0	1	18	26	1	0	1	1	0	0	452	34
FBgn0029660	FBgn0029660	CG10801	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	10	2
FBgn0029661	FBgn0029661	CG16781	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	4	0	0	0	0	0	0	105	11
FBgn0029663	FBgn0029663	CG10804	0	6	22	22	20	7	22	13	6	34	28	19	0	0	0	0	0	0	0	0	1	1	3	2	1	0	0	0	0
FBgn0029664	FBgn0029664	CG10802	8	12	12	9	6	5	5	5	5	8	10	10	2	3	7	7	8	5	2	5	10	7	11	8	6	21	18	7	9
FBgn0029665	FBgn0029665	CG14270	26	10	10	8	5	4	5	6	5	7	9	11	2	2	8	7	10	6	1	7	22	8	5	7	6	29	24	123	14
FBgn0029666	FBgn0029666	CG10803	28	29	33	12	12	6	10	9	6	12	15	10	2	7	6	3	6	3	6	14	11	20	6	7	5	22	15	3	5
FBgn0029667	FBgn0029667	Gas8	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	6	3	0	0	0	0	0	0	52	14
FBgn0029669	FBgn0029669	CG13021	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	86	9
FBgn0029672	FBgn0029672	CG2875	19	17	5	7	5	8	5	11	5	4	6	8	1	1	6	7	11	7	1	3	4	15	4	9	6	80	67	1	6
FBgn0029676	FBgn0029676	HIP-R	58	65	50	15	20	5	18	16	7	14	21	11	12	23	22	12	20	7	21	45	32	42	13	19	12	48	68	28	17
FBgn0029679	FBgn0029679	CG2901	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	1
FBgn0029681	FBgn0029681	CG15239	0	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	41	0	0	2	11	0	0	0	1
FBgn0029685	FBgn0029685	CG2938	4	5	4	2	3	3	2	2	2	3	3	4	3	5	11	4	4	5	2	4	1	4	2	2	2	24	16	0	2
FBgn0029686	FBgn0029686	CG2941	2	3	4	1	0	1	1	1	1	1	2	3	1	0	2	1	1	1	1	1	1	3	1	1	1	11	8	0	1
FBgn0029687	FBgn0029687	Vap-33A	97	184	209	109	101	49	99	81	54	118	139	99	74	142	97	45	56	38	36	70	82	110	64	66	53	148	136	14	68
FBgn0029688	FBgn0029688	lva	19	18	15	19	17	16	14	15	15	20	19	23	5	39	10	10	13	11	11	12	10	21	14	16	15	34	33	8	49
FBgn0029689	FBgn0029689	CG6428	2	1	2	1	2	3	2	1	3	3	3	4	0	0	1	3	2	3	2	1	0	2	2	2	3	9	5	1	1
FBgn0029690	FBgn0029690	CG6414	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0029693	FBgn0029693	CG6379	7	14	8	3	4	5	3	3	4	5	6	7	1	3	7	4	3	4	1	4	10	7	2	2	3	10	7	9	6
FBgn0029696	FBgn0029696	CG15571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	1	6	5	13	36	0	0
FBgn0029700	FBgn0029700	CG15576	95	0	1	0	0	0	0	0	0	0	0	0	0	3	1	2	2	0	1	23	51	0	0	1	3	0	0	250	85
FBgn0029701	FBgn0029701	CG12691	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1	0	0	0	0	0	0	71	7
FBgn0029702	FBgn0029702	CG15572	46	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	11	12	0	0	0	0	0	0	80	27
FBgn0029703	FBgn0029703	CG12692	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	1	0	0	0	0	0	0	42	12
FBgn0029705	FBgn0029705	CG12693	38	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	8	16	0	0	0	0	0	0	145	19
FBgn0029706	FBgn0029706	CG3626	8	8	5	7	7	11	5	7	8	7	8	12	2	3	6	6	5	7	5	10	5	14	8	9	11	16	12	2	6
FBgn0029708	FBgn0029708	CG3556	8	89	99	45	43	15	44	33	16	71	71	51	0	1	0	0	0	0	0	4	20	12	9	8	5	0	0	1	2
FBgn0029709	FBgn0029709	CHOp24	56	46	24	37	30	31	23	28	29	32	34	53	121	84	51	64	36	50	65	35	38	44	31	40	40	34	30	66	160
FBgn0029710	FBgn0029710	CG3568	8	3	3	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	2	4	1	0	0	0	1	1	5	2
FBgn0029711	FBgn0029711	Usf	8	9	9	12	13	7	13	10	7	18	19	15	7	5	5	4	5	3	3	5	5	6	7	7	7	12	16	11	6
FBgn0029712	FBgn0029712	CG15912	1	1	3	0	0	1	1	1	1	1	3	3	1	0	1	2	1	1	0	0	0	1	1	0	0	3	1	4	2
FBgn0029713	FBgn0029713	CG11436	4	7	6	1	1	1	1	1	1	3	3	3	2	1	3	2	1	1	0	1	1	5	1	1	1	17	12	0	2
FBgn0029714	FBgn0029714	CG3527	7	4	3	3	3	5	1	2	3	3	3	4	1	2	4	3	2	3	1	2	1	5	2	3	3	20	10	4	4
FBgn0029715	FBgn0029715	CG11444	90	83	53	62	41	35	31	42	33	32	41	38	27	35	51	62	57	35	28	42	60	69	43	61	44	159	138	149	106
FBgn0029716	FBgn0029716	CG3546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029717	FBgn0029717	CG12684	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	21	6
FBgn0029718	FBgn0029718	mRpL30	35	35	19	19	20	20	14	14	14	25	21	24	6	9	18	17	16	14	4	10	20	26	13	15	18	44	37	61	24
FBgn0029719	FBgn0029719	CG15473	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FBgn0029720	FBgn0029720	CG3009	1	2	1	16	18	18	16	16	14	22	30	35	0	0	1	1	0	0	0	0	1	2	2	3	2	0	0	0	0
FBgn0029722	FBgn0029722	CG7024	25	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	4	9	0	0	0	0	0	0	133	15
FBgn0029723	FBgn0029723	Proc-R	0	1	0	3	3	3	3	3	2	4	5	5	0	0	1	1	1	0	0	0	0	1	3	2	2	1	1	0	0
FBgn0029726	FBgn0029726	CG15471	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	3
FBgn0029727	FBgn0029727	CG6978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
FBgn0029729	FBgn0029729	CG12682	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	47	3
FBgn0029733	FBgn0029733	CG6927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	1	3	2	78	51	0	0
FBgn0029736	FBgn0029736	CG4041	8	7	4	2	2	7	2	2	4	3	4	6	11	39	4	3	3	3	3	5	2	7	2	3	3	9	6	4	4
FBgn0029737	FBgn0029737	CG6903	17	7	6	8	7	18	9	9	13	8	11	20	6	12	8	14	9	12	5	6	8	9	8	9	11	22	16	38	17
FBgn0029740	FBgn0029740	CG12680	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	15	3
FBgn0029745	FBgn0029745	Rpn13R	14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	32	6
FBgn0029746	FBgn0029746	CG15465	8	28	56	19	19	8	21	18	8	27	31	20	1	3	3	4	7	5	0	2	10	9	3	3	2	6	5	1	13
FBgn0029747	FBgn0029747	CG5062	40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	1	0	0	38	18
FBgn0029750	FBgn0029750	CG3323	86	1	1	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	1	19	18	1	0	1	1	1	1	128	45
FBgn0029751	FBgn0029751	CG17764	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	66	9
FBgn0029752	FBgn0029752	TrxT	221	0	2	0	0	0	0	0	0	1	0	1	2	4	2	5	3	2	2	32	14	1	1	1	2	0	0	300	77
FBgn0029755	FBgn0029755	Sas10	17	32	14	7	11	5	7	15	5	6	12	11	1	1	7	7	11	8	2	3	14	18	6	12	8	37	59	5	9
FBgn0029756	FBgn0029756	CG3309	4	3	3	2	2	2	1	1	2	3	3	4	0	2	1	1	2	2	0	1	2	3	2	2	1	17	13	5	1
FBgn0029761	FBgn0029761	SK	4	23	129	70	78	24	69	56	26	79	88	57	4	11	1	1	2	1	0	2	15	6	10	10	6	2	3	0	3
FBgn0029762	FBgn0029762	NAAT1	2	0	0	4	7	15	2	6	11	5	11	26	23	17	15	21	22	20	0	0	0	1	5	9	14	0	0	17	7
FBgn0029765	FBgn0029765	CG16756	0	0	0	17	23	43	12	27	21	17	25	31	0	0	0	1	1	2	0	0	0	0	14	16	21	0	0	0	1
FBgn0029768	FBgn0029768	SPR	0	4	7	4	5	7	3	4	5	7	9	12	0	0	1	1	1	1	0	0	1	1	6	8	7	0	0	0	0
FBgn0029769	FBgn0029769	frma	0	0	0	8	12	19	9	10	15	8	8	10	0	0	0	1	1	1	0	0	0	0	10	11	16	0	0	1	1
FBgn0029770	FBgn0029770	CG4151	74	0	0	6	0	0	1	0	0	0	0	0	120	8390	0	0	0	0	1	68	16	1	0	0	0	0	0	0	0
FBgn0029771	FBgn0029771	CG12730	3	2	5	6	5	7	3	6	4	6	7	10	4	21	4	5	5	4	0	1	8	3	3	2	3	0	0	2	3
FBgn0029778	FBgn0029778	RhoGAP5A	10	16	9	2	3	3	3	3	3	2	4	5	0	2	3	2	2	3	2	4	10	8	2	3	3	13	10	3	3
FBgn0029783	FBgn0029783	Sirt4	5	1	2	4	3	5	2	3	3	8	5	7	2	1	6	5	3	4	1	2	0	4	5	5	5	4	3	15	4
FBgn0029785	FBgn0029785	RpL35	498	393	192	245	417	378	243	309	319	233	250	306	655	677	369	344	338	310	289	235	467	464	229	300	377	434	472	137	439
FBgn0029789	FBgn0029789	CG3160	5	7	10	2	2	3	3	3	3	4	6	5	1	1	4	4	4	4	1	3	3	4	2	3	2	15	12	3	3
FBgn0029791	FBgn0029791	CG4096	7	6	1	3	3	3	3	3	2	4	3	4	0	0	2	0	0	0	0	1	4	5	1	1	1	0	0	0	0
FBgn0029795	FBgn0029795	CG15773	4	0	0	0	0	0	0	0	0	0	0	0	1	0	31	6	4	8	0	0	0	0	0	0	0	0	0	0	0
FBgn0029798	FBgn0029798	CG4078	5	5	4	2	2	3	1	3	3	3	3	5	0	1	2	3	2	3	1	1	0	3	1	2	2	8	8	5	2
FBgn0029799	FBgn0029799	CG15772	0	1	4	31	19	8	17	36	8	33	42	19	1	0	1	2	2	1	21	3	24	1	8	15	4	0	0	1	1
FBgn0029800	FBgn0029800	lin-52	6	6	3	3	3	4	2	3	3	3	4	6	3	11	2	2	3	3	0	2	2	5	2	3	3	24	15	5	5
FBgn0029801	FBgn0029801	CG15771	36	36	31	112	175	70	140	116	77	153	172	153	10	71	105	76	102	84	55	121	55	36	96	109	105	241	338	14	34
FBgn0029804	FBgn0029804	CG3097	5	5	7	7	8	12	6	8	10	9	9	9	0	2	2	20	19	16	0	1	15	6	12	14	17	0	0	6	19
FBgn0029809	FBgn0029809	CG15767	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1
FBgn0029810	FBgn0029810	CG12239	3	109	65	101	164	141	122	211	117	224	469	717	0	1	0	0	0	0	0	2	17	19	20	38	51	0	0	1	3
FBgn0029811	FBgn0029811	Cpr5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029812	FBgn0029812	Prosbeta2R1	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	4	0	0	0	0	0	0	74	9
FBgn0029813	FBgn0029813	CG15766	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	1	0	0	0	2	2	0	0
FBgn0029816	FBgn0029816	CG12729	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	1	0	0	0	0	0	0	53	6
FBgn0029817	FBgn0029817	CG15764	39	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	6	11	0	0	0	1	0	0	99	13
FBgn0029818	FBgn0029818	GAA1	25	18	9	8	8	11	7	8	8	10	11	16	2	4	12	10	10	12	7	6	12	16	4	6	7	31	27	34	16
FBgn0029819	FBgn0029819	Usp30	39	16	19	9	11	16	7	8	12	15	12	16	3	6	10	9	7	10	5	9	15	12	5	7	7	33	25	122	16
FBgn0029820	FBgn0029820	CG16721	66	39	27	65	52	58	55	41	43	88	63	69	19	108	214	42	28	38	12	39	85	89	55	36	42	39	30	240	64
FBgn0029821	FBgn0029821	CG4020	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	3	3	3	0	0	0	17	52	75	97	1	1	2	1
FBgn0029822	FBgn0029822	CG12236	7	13	10	7	5	6	4	5	4	6	7	9	1	3	2	2	3	3	1	2	5	5	2	3	3	34	26	1	2
FBgn0029823	FBgn0029823	CG3011	24	12	6	48	21	46	28	39	41	28	38	53	3	29	46	15	14	16	115	314	110	25	49	59	51	34	22	13	20
FBgn0029824	FBgn0029824	CG3726	3	5	15	5	5	8	4	5	6	6	7	10	3	53	4	4	4	5	1	8	11	4	3	3	4	14	10	2	2
FBgn0029826	FBgn0029826	CG6041	16	10	4	4	3	5	1	3	2	10	8	10	4	3	332	95	48	79	0	7	6	7	1	2	2	0	0	1	3
FBgn0029827	FBgn0029827	CG6048	2	0	0	0	0	0	0	0	0	0	0	0	1	0	101	43	51	48	0	1	0	0	1	1	1	0	0	1	2
FBgn0029828	FBgn0029828	CG6067	1	0	0	23	17	63	8	60	39	12	38	57	1	1	3	35	26	24	7	22	2	1	21	27	33	0	0	2	1
FBgn0029830	FBgn0029830	Grip	4	5	9	1	2	1	1	1	1	3	2	2	0	2	2	1	1	1	1	26	3	5	5	4	3	4	3	1	1
FBgn0029831	FBgn0029831	CG5966	1	2	1	7	6	7	12	3	6	25	3	8	5	45	9	21	14	10	97	528	10	5	21	10	17	18	13	7	3
FBgn0029833	FBgn0029833	MCTS1	29	26	21	6	7	8	6	9	7	9	10	13	6	6	13	11	9	11	8	10	18	19	7	10	8	39	30	15	11
FBgn0029834	FBgn0029834	CG5937	1	11	8	6	7	7	6	7	6	11	13	13	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0
FBgn0029835	FBgn0029835	CG5921	2	0	2	1	1	1	1	1	1	1	2	2	0	0	33	14	12	14	0	1	9	1	1	1	1	0	0	0	1
FBgn0029836	FBgn0029836	CG5928	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	20	0	2	1	1	0	0	0	0
FBgn0029837	FBgn0029837	Tsp5D	1	10	50	51	20	11	36	19	9	51	41	17	0	0	0	0	0	0	0	0	18	2	10	6	3	0	0	1	1
FBgn0029838	FBgn0029838	CG4666	3	1	7	4	1	3	2	2	2	7	3	5	0	1	14	15	11	14	0	1	13	31	73	86	116	4	2	9	7
FBgn0029839	FBgn0029839	CG4660	0	5	8	14	11	9	9	11	11	14	16	14	0	0	0	7	7	7	0	0	2	1	2	3	2	0	0	0	1
FBgn0029840	FBgn0029840	raptor	5	9	6	3	3	6	2	3	5	5	4	6	0	1	2	4	4	5	1	3	5	6	4	4	5	27	20	1	3
FBgn0029843	FBgn0029843	Nep1	2	2	4	3	4	4	3	4	3	6	8	8	0	0	5	6	7	8	0	0	1	2	3	3	2	0	0	3	3
FBgn0029848	FBgn0029848	Btnd	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	7	5	6	0	0	0	0	0	0	0	0	0	0	0
FBgn0029849	FBgn0029849	Efr	7	3	3	12	10	17	5	12	10	16	17	27	1	0	8	25	14	19	3	1	4	3	9	7	9	18	11	25	7
FBgn0029851	FBgn0029851	CG14445	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	3	4	3	0	0	0	0
FBgn0029853	FBgn0029853	CG3781	6	4	3	7	7	8	4	4	5	7	8	10	14	27	9	7	5	6	4	7	8	4	5	4	8	11	10	21	22
FBgn0029854	FBgn0029854	CG3566	8	5	3	11	9	12	5	8	12	9	11	15	2	4	5	9	8	7	8	5	7	4	6	8	9	7	5	7	7
FBgn0029857	FBgn0029857	wuho	8	8	5	1	2	4	2	2	3	3	3	4	1	2	4	4	2	5	2	2	1	4	2	2	2	9	7	4	6
FBgn0029858	FBgn0029858	CG15896	2	3	1	0	1	2	0	1	1	1	1	2	0	0	1	2	1	2	1	0	0	1	0	1	1	4	3	3	1
FBgn0029859	FBgn0029859	CG15892	106	0	2	1	1	0	0	0	1	0	1	1	0	4	1	2	2	1	2	18	27	1	0	1	1	0	0	354	54
FBgn0029860	FBgn0029860	CG15891	18	9	5	9	13	17	9	10	15	14	12	21	3	5	24	14	10	15	2	6	18	11	5	5	9	15	10	45	18
FBgn0029861	FBgn0029861	CG3815	15	11	5	2	3	3	3	2	3	3	4	6	0	0	2	3	3	3	1	3	5	6	2	3	3	30	25	19	5
FBgn0029863	FBgn0029863	CG3823	11	3	3	3	2	7	3	2	6	3	2	3	0	2	1	11	10	6	0	3	9	10	4	7	6	1	0	0	1
FBgn0029864	FBgn0029864	CG15894	1	10	34	6	6	5	6	6	4	10	10	9	0	0	0	0	0	0	0	0	6	1	1	1	1	0	0	0	1
FBgn0029866	FBgn0029866	CG3842	3	1	1	8	5	9	5	5	6	8	7	11	0	1	1	2	1	1	3	2	4	10	6	5	5	9	5	3	0
FBgn0029867	FBgn0029867	CG3847	32	41	20	13	16	13	13	16	11	16	22	24	13	20	25	14	21	18	6	12	13	33	12	18	14	67	65	5	9
FBgn0029868	FBgn0029868	ND-B16.6	38	23	58	71	48	51	41	43	41	76	57	71	7	13	22	53	35	35	11	12	21	24	103	57	61	32	24	43	39
FBgn0029870	FBgn0029870	Marf	36	23	24	49	70	70	51	66	58	60	79	100	3	4	41	45	51	55	16	13	16	34	71	81	84	73	68	33	39
FBgn0029873	FBgn0029873	CG3918	45	76	34	14	19	11	17	21	14	15	28	22	5	10	22	12	25	17	20	20	33	50	14	24	21	90	148	25	30
FBgn0029874	FBgn0029874	CG3342	4	4	2	1	3	3	2	2	2	2	3	4	1	3	5	5	3	4	1	1	3	3	1	2	2	8	6	3	2
FBgn0029877	FBgn0029877	CG17717	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	53	7
FBgn0029878	FBgn0029878	Pat1	11	15	13	9	8	9	6	8	7	11	10	13	12	69	11	4	5	6	11	16	19	16	7	7	7	10	9	2	8
FBgn0029880	FBgn0029880	CG14443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
